loan_amnt,int_rate,annual_inc,emp_length,grade,home_ownership,purpose,loan_status,issue_d,dti
10000,7.49,85000.0,0,A,RENT,credit_card,default,2016-01-01,6.89
6200,9.17,51000.0,2,B,OWN,credit_card,non_default,2015-05-01,20.14
11500,18.25,52000.0,1,D,MORTGAGE,debt_consolidation,non_default,2014-01-01,16.52
20000,15.77,125000.0,1,D,RENT,debt_consolidation,non_default,2016-01-01,9.6
8000,12.69,55000.0,6,C,RENT,debt_consolidation,non_default,2015-08-01,21.8
8000,17.27,72500.0,0,C,MORTGAGE,home_improvement,non_default,2013-01-01,13.75
12000,17.86,72000.0,6,D,RENT,car,non_default,2014-11-01,33.34
12000,13.67,78000.0,0,B,RENT,debt_consolidation,non_default,2012-04-01,14.86
30000,12.29,140000.0,1,C,MORTGAGE,home_improvement,default,2015-10-01,6.43
21000,12.99,81000.0,2,C,MORTGAGE,debt_consolidation,non_default,2015-01-01,25.61
10000,11.49,65087.36,10,B,MORTGAGE,debt_consolidation,non_default,2016-07-01,17.78
10000,9.16,22200.0,Unknown,B,OWN,debt_consolidation,non_default,2016-03-01,24.17
1300,12.12,66000.0,8,B,MORTGAGE,home_improvement,non_default,2013-01-01,10.31
20000,15.05,31500.0,0,C,RENT,debt_consolidation,default,2017-06-01,14.97
16000,11.49,60000.0,2,B,RENT,debt_consolidation,non_default,2015-11-01,17.45
6000,9.93,85000.0,10,B,RENT,debt_consolidation,non_default,2017-07-01,8.81
9975,19.19,45000.0,10,E,MORTGAGE,debt_consolidation,non_default,2015-06-01,35.65
11025,18.25,23000.0,0,D,RENT,renewable_energy,default,2016-02-01,16.54
3000,14.09,43000.0,10,B,RENT,medical,default,2012-07-01,5.02
12500,13.59,16800.0,Unknown,C,MORTGAGE,credit_card,non_default,2017-12-01,33.77
15000,13.98,61000.0,0,C,RENT,other,non_default,2014-09-01,21.62
5000,6.07,48000.0,10,A,OWN,credit_card,non_default,2018-03-01,20.45
18000,10.16,70000.0,10,B,MORTGAGE,debt_consolidation,non_default,2013-04-01,33.58
8925,14.65,25000.0,8,C,RENT,other,non_default,2015-05-01,16.1
4000,16.77,45000.0,6,D,MORTGAGE,medical,non_default,2011-11-01,7.12
16000,7.49,55000.0,Unknown,A,MORTGAGE,debt_consolidation,non_default,2017-02-01,17.17
16500,10.9,75000.0,3,B,OWN,debt_consolidation,non_default,2018-02-01,19.92
24000,13.99,165000.0,10,C,OWN,debt_consolidation,non_default,2015-10-01,9.84
10750,16.99,38000.0,1,D,RENT,debt_consolidation,non_default,2013-12-01,22.58
15000,7.9,70000.0,5,A,MORTGAGE,debt_consolidation,non_default,2013-05-01,15.89
17050,15.88,49000.0,8,C,MORTGAGE,credit_card,non_default,2013-09-01,27.87
7925,19.52,33720.0,3,E,OWN,debt_consolidation,non_default,2015-04-01,33.1
12000,8.9,66000.0,10,A,MORTGAGE,credit_card,non_default,2012-07-01,4.95
6000,12.29,55000.0,10,C,MORTGAGE,home_improvement,non_default,2015-05-01,22.73
8000,7.89,145000.0,9,A,MORTGAGE,home_improvement,non_default,2015-04-01,13.79
14400,11.49,69000.0,3,B,MORTGAGE,debt_consolidation,non_default,2017-02-01,13.21
3600,13.67,30000.0,7,B,MORTGAGE,credit_card,default,2012-03-01,15.0
7000,6.97,21000.0,10,A,MORTGAGE,car,non_default,2016-04-01,1.43
13000,7.99,100000.0,10,A,MORTGAGE,debt_consolidation,non_default,2017-04-01,19.8
15000,6.97,85000.0,4,A,MORTGAGE,credit_card,non_default,2016-05-01,12.66
16900,12.99,130000.0,3,C,RENT,debt_consolidation,non_default,2015-01-01,8.04
18325,12.39,40000.0,4,C,RENT,credit_card,non_default,2014-11-01,11.97
25000,7.49,73106.0,1,A,OWN,credit_card,non_default,2014-12-01,27.81
6000,13.53,34836.0,Unknown,B,RENT,credit_card,default,2014-01-01,29.58
9250,9.91,39000.0,7,B,RENT,major_purchase,non_default,2011-12-01,10.09
10500,9.75,125000.0,10,B,RENT,debt_consolidation,default,2016-04-01,20.21
8500,15.88,40000.0,10,C,OWN,debt_consolidation,non_default,2013-08-01,9.18
10000,15.1,70000.0,5,C,RENT,moving,non_default,2013-10-01,18.81
14000,9.17,37000.0,2,B,MORTGAGE,credit_card,non_default,2015-03-01,19.3
10000,9.76,26000.0,8,B,MORTGAGE,credit_card,non_default,2015-12-01,11.54
35000,7.96,120000.0,10,A,MORTGAGE,credit_card,non_default,2018-04-01,14.39
12800,21.99,105000.0,2,F,OWN,debt_consolidation,non_default,2015-12-01,27.85
7000,7.89,75000.0,5,A,MORTGAGE,debt_consolidation,non_default,2015-04-01,15.79
3700,11.44,50000.0,1,B,RENT,credit_card,non_default,2017-03-01,15.55
20000,9.75,120000.0,10,B,OWN,debt_consolidation,non_default,2016-02-01,20.0
9500,18.99,60000.0,4,D,RENT,home_improvement,default,2017-01-01,22.36
12000,7.89,140000.0,6,A,OWN,debt_consolidation,non_default,2015-06-01,22.31
12000,10.49,90000.0,8,B,MORTGAGE,credit_card,non_default,2016-07-01,11.44
10500,10.42,120000.0,10,B,MORTGAGE,medical,non_default,2017-07-01,13.16
16000,7.39,145000.0,2,A,MORTGAGE,debt_consolidation,non_default,2016-06-01,13.67
2000,18.45,65000.0,10,D,RENT,other,non_default,2018-03-01,13.87
12000,5.42,112000.0,6,A,OWN,debt_consolidation,non_default,2011-07-01,4.61
5000,18.99,10000.0,0,D,RENT,car,non_default,2017-03-01,9.36
18000,9.99,100000.0,2,B,RENT,debt_consolidation,default,2013-09-01,5.4
20000,12.99,80000.0,3,C,OWN,home_improvement,non_default,2014-07-01,10.44
8000,8.99,50000.0,10,B,MORTGAGE,home_improvement,non_default,2016-10-01,11.93
12500,12.99,65000.0,10,C,MORTGAGE,debt_consolidation,non_default,2014-09-01,27.57
15000,15.99,71600.0,8,D,MORTGAGE,debt_consolidation,non_default,2014-11-01,11.72
16500,10.99,100000.0,9,B,MORTGAGE,debt_consolidation,non_default,2015-08-01,11.57
25000,11.47,85000.0,0,B,RENT,debt_consolidation,default,2016-03-01,25.67
3775,13.99,90000.0,10,C,MORTGAGE,debt_consolidation,non_default,2015-08-01,0.52
12000,14.99,60400.0,10,C,OWN,debt_consolidation,non_default,2014-11-01,12.74
30000,12.62,37000.0,0,C,MORTGAGE,debt_consolidation,default,2017-08-01,58.13
35000,9.99,85000.0,10,B,MORTGAGE,debt_consolidation,non_default,2015-04-01,22.0
10500,8.19,45989.0,10,A,MORTGAGE,credit_card,non_default,2014-11-01,14.95
12800,20.39,78000.0,10,D,RENT,debt_consolidation,non_default,2018-07-01,25.23
6500,8.9,68000.0,0,A,MORTGAGE,other,non_default,2012-08-01,24.45
10000,11.99,60000.0,7,B,MORTGAGE,credit_card,non_default,2014-04-01,17.34
7075,12.99,15937.0,8,B,OWN,debt_consolidation,non_default,2014-03-01,10.69
40000,10.91,130280.0,9,B,MORTGAGE,debt_consolidation,non_default,2017-12-01,9.74
29175,8.9,131560.0,4,A,MORTGAGE,small_business,non_default,2012-11-01,16.08
15000,7.89,120000.0,8,A,MORTGAGE,credit_card,non_default,2015-07-01,14.23
25000,9.99,55000.0,5,B,MORTGAGE,credit_card,default,2015-11-01,15.95
10000,13.49,107000.0,10,C,RENT,debt_consolidation,non_default,2016-12-01,18.33
8500,11.44,69172.0,0,B,MORTGAGE,other,non_default,2015-01-01,9.56
24500,12.29,102667.0,2,C,RENT,credit_card,non_default,2015-10-01,12.22
2000,12.12,24000.0,4,B,RENT,debt_consolidation,non_default,2012-10-01,27.9
17575,15.05,40000.0,10,C,MORTGAGE,debt_consolidation,non_default,2017-05-01,33.81
10000,5.32,100000.0,9,A,MORTGAGE,debt_consolidation,non_default,2015-06-01,21.2
12000,10.16,95000.0,5,B,RENT,debt_consolidation,non_default,2013-02-01,20.85
8000,6.24,52000.0,1,A,OWN,credit_card,default,2015-08-01,12.58
30000,19.72,69000.0,5,D,MORTGAGE,debt_consolidation,non_default,2013-05-01,11.3
14000,9.17,28000.0,Unknown,B,OWN,debt_consolidation,non_default,2015-08-01,15.26
15000,7.99,230000.0,0,A,MORTGAGE,debt_consolidation,non_default,2016-10-01,19.07
10000,11.49,63000.0,2,B,MORTGAGE,credit_card,non_default,2016-06-01,7.76
12000,5.32,50000.0,9,A,OWN,medical,non_default,2016-01-01,23.22
5000,9.99,63440.0,0,B,RENT,other,non_default,2015-06-01,11.46
8875,13.33,35000.0,6,C,MORTGAGE,home_improvement,non_default,2015-03-01,14.44
11200,20.75,50000.0,10,E,OWN,major_purchase,non_default,2016-03-01,12.36
9600,11.99,54000.0,5,C,MORTGAGE,credit_card,non_default,2016-04-01,9.42
5775,19.53,80000.0,10,D,MORTGAGE,other,non_default,2016-03-01,7.05
15000,6.49,85500.0,10,A,RENT,debt_consolidation,non_default,2016-01-01,12.41
10000,8.18,55000.0,10,B,MORTGAGE,credit_card,non_default,2015-10-01,18.02
8000,13.11,50000.0,1,B,RENT,credit_card,non_default,2013-03-01,16.48
7000,10.99,77000.0,10,B,MORTGAGE,home_improvement,non_default,2013-11-01,11.48
7675,13.35,24000.0,5,C,RENT,debt_consolidation,default,2014-08-01,11.05
15000,15.05,78000.0,1,C,MORTGAGE,debt_consolidation,default,2017-05-01,15.06
7000,13.98,22000.0,1,C,RENT,credit_card,non_default,2014-10-01,32.57
18700,13.99,37500.0,2,C,MORTGAGE,debt_consolidation,non_default,2015-05-01,21.12
8950,15.61,23562.0,7,D,OWN,credit_card,non_default,2015-09-01,24.76
25000,9.8,110000.0,0,B,RENT,debt_consolidation,non_default,2016-01-01,9.47
6000,12.29,17000.0,1,C,RENT,debt_consolidation,non_default,2015-06-01,32.42
14400,12.35,98000.0,2,B,MORTGAGE,debt_consolidation,non_default,2013-09-01,9.31
5000,9.17,68000.0,Unknown,B,MORTGAGE,home_improvement,non_default,2016-01-01,9.51
27425,16.49,55000.0,8,D,RENT,debt_consolidation,non_default,2015-01-01,9.45
24000,7.89,97000.0,0,A,RENT,credit_card,non_default,2015-12-01,13.11
20000,11.44,200000.0,5,B,MORTGAGE,debt_consolidation,non_default,2017-01-01,0.86
20000,11.99,130000.0,8,C,MORTGAGE,debt_consolidation,non_default,2016-05-01,18.9
5000,7.26,55000.0,10,A,MORTGAGE,debt_consolidation,non_default,2015-06-01,23.22
34800,18.55,75000.0,10,E,MORTGAGE,other,non_default,2015-07-01,15.88
2400,9.99,57000.0,9,B,RENT,debt_consolidation,non_default,2015-10-01,26.63
1000,19.99,172000.0,5,D,RENT,other,non_default,2017-01-01,18.55
12000,9.67,92000.0,10,B,MORTGAGE,credit_card,non_default,2013-11-01,10.91
8975,20.2,25000.0,8,E,OWN,debt_consolidation,non_default,2014-10-01,23.28
20000,15.61,49000.0,10,D,MORTGAGE,home_improvement,default,2015-04-01,12.28
6500,12.12,30000.0,Unknown,B,RENT,credit_card,non_default,2012-11-01,7.32
15000,11.99,39500.0,4,C,RENT,debt_consolidation,non_default,2016-02-01,26.06
2400,7.21,85000.0,10,A,MORTGAGE,debt_consolidation,non_default,2017-08-01,14.84
5000,8.9,115000.0,10,A,OWN,debt_consolidation,non_default,2014-02-01,27.11
3000,14.99,150000.0,2,C,OWN,debt_consolidation,non_default,2017-03-01,8.1
24000,10.99,85000.0,6,B,OWN,credit_card,non_default,2014-08-01,20.95
18000,6.62,87500.0,5,A,MORTGAGE,debt_consolidation,non_default,2013-02-01,11.34
3800,18.85,32000.0,7,D,RENT,other,non_default,2013-08-01,4.61
7800,13.67,43000.0,8,B,RENT,debt_consolidation,default,2013-11-01,19.31
6000,12.29,45797.0,10,C,MORTGAGE,debt_consolidation,non_default,2015-08-01,20.62
10625,17.27,65000.0,4,C,MORTGAGE,credit_card,non_default,2013-03-01,13.93
14000,5.32,125000.0,4,A,OWN,debt_consolidation,non_default,2016-01-01,17.45
12000,11.53,150000.0,2,B,RENT,debt_consolidation,non_default,2015-08-01,17.84
35000,21.28,120000.0,4,F,MORTGAGE,debt_consolidation,non_default,2011-12-01,11.27
20775,11.99,92500.0,7,C,MORTGAGE,debt_consolidation,non_default,2016-05-01,33.32
14700,25.83,35000.0,10,G,MORTGAGE,debt_consolidation,default,2015-01-01,28.63
10000,14.49,50000.0,0,C,MORTGAGE,car,non_default,2014-08-01,33.53
10000,7.39,45000.0,5,A,RENT,debt_consolidation,default,2016-03-01,23.89
28000,14.49,75000.0,9,C,MORTGAGE,debt_consolidation,default,2014-10-01,26.21
15000,14.33,105000.0,Unknown,C,MORTGAGE,small_business,default,2013-03-01,13.89
2000,15.99,150000.0,9,C,OWN,medical,non_default,2016-12-01,14.16
25000,12.29,130000.0,9,C,MORTGAGE,debt_consolidation,non_default,2015-10-01,16.17
10000,13.44,72000.0,3,C,RENT,debt_consolidation,non_default,2016-01-01,11.73
10000,13.65,44000.0,3,C,MORTGAGE,debt_consolidation,default,2014-03-01,17.57
8000,7.9,62000.0,10,A,MORTGAGE,credit_card,non_default,2013-07-01,10.88
5000,11.99,50000.0,0,B,MORTGAGE,credit_card,non_default,2017-06-01,13.27
21000,11.53,51790.0,3,B,RENT,debt_consolidation,default,2015-10-01,17.38
11950,13.99,26000.0,Unknown,C,MORTGAGE,credit_card,non_default,2016-10-01,18.79
18000,13.18,61000.0,10,C,RENT,debt_consolidation,non_default,2015-12-01,23.66
21000,8.9,105000.0,2,A,RENT,debt_consolidation,default,2013-02-01,19.54
21000,7.69,127000.0,10,A,MORTGAGE,credit_card,non_default,2014-07-01,11.68
6625,11.55,30000.0,0,B,RENT,debt_consolidation,non_default,2013-09-01,26.6
6000,14.46,45000.0,5,C,RENT,debt_consolidation,non_default,2016-04-01,8.13
16000,11.53,120000.0,7,B,RENT,other,non_default,2015-06-01,7.87
18000,9.75,90000.0,10,B,RENT,debt_consolidation,non_default,2016-03-01,8.65
8800,11.99,71000.0,6,C,RENT,debt_consolidation,non_default,2016-04-01,18.29
17625,8.9,80000.0,2,A,MORTGAGE,debt_consolidation,non_default,2013-04-01,28.24
15000,10.15,52000.0,7,B,RENT,debt_consolidation,default,2014-10-01,19.77
40000,13.99,130000.0,9,C,RENT,small_business,default,2016-12-01,10.82
25000,10.15,70000.0,10,B,OWN,credit_card,non_default,2014-10-01,25.27
23975,12.99,48000.0,8,C,MORTGAGE,debt_consolidation,non_default,2014-09-01,15.3
30000,17.57,180000.0,10,D,MORTGAGE,credit_card,non_default,2014-01-01,14.78
21600,24.83,56000.0,10,G,RENT,medical,non_default,2013-02-01,10.56
28000,6.68,220000.0,0,A,MORTGAGE,debt_consolidation,non_default,2015-04-01,18.38
30000,16.99,140000.0,10,D,MORTGAGE,debt_consolidation,non_default,2014-09-01,13.76
20000,9.92,84000.0,5,B,MORTGAGE,debt_consolidation,non_default,2018-03-01,20.64
6000,7.69,81000.0,7,A,OWN,debt_consolidation,non_default,2014-07-01,4.9
15000,6.49,110000.0,10,A,MORTGAGE,debt_consolidation,non_default,2014-07-01,3.51
12000,9.75,60000.0,1,B,RENT,credit_card,non_default,2016-06-01,8.48
8000,8.99,60000.0,Unknown,B,OWN,home_improvement,non_default,2016-06-01,2.08
19200,19.53,78000.0,10,D,RENT,debt_consolidation,non_default,2016-03-01,25.26
6000,7.49,190000.0,1,A,MORTGAGE,debt_consolidation,non_default,2016-01-01,5.07
3000,23.43,54000.0,7,F,RENT,renewable_energy,non_default,2014-08-01,17.49
10500,7.26,64000.0,10,A,MORTGAGE,credit_card,non_default,2015-10-01,17.85
5000,13.67,33000.0,Unknown,C,RENT,debt_consolidation,default,2016-06-01,39.05
6475,13.67,36000.0,10,C,RENT,medical,non_default,2015-11-01,13.53
16000,22.47,45000.0,8,E,MORTGAGE,debt_consolidation,default,2013-05-01,17.68
7000,7.89,35000.0,6,A,RENT,debt_consolidation,non_default,2015-04-01,23.63
9000,9.49,105000.0,10,B,MORTGAGE,debt_consolidation,non_default,2016-09-01,17.73
8000,14.49,55600.0,10,C,MORTGAGE,debt_consolidation,non_default,2014-10-01,23.05
14400,11.99,68000.0,6,B,MORTGAGE,credit_card,non_default,2017-07-01,34.85
23725,16.49,68000.0,5,D,RENT,debt_consolidation,non_default,2015-01-01,23.08
18000,13.33,96000.0,10,C,OWN,debt_consolidation,default,2015-07-01,13.89
2500,6.92,73000.0,10,A,MORTGAGE,major_purchase,non_default,2015-05-01,12.13
24925,8.9,135000.0,3,A,MORTGAGE,debt_consolidation,non_default,2013-03-01,21.59
18000,10.91,60000.0,10,B,MORTGAGE,debt_consolidation,non_default,2017-06-01,10.62
10000,8.39,36000.0,10,B,RENT,credit_card,non_default,2016-05-01,22.43
9125,13.33,42000.0,7,C,RENT,credit_card,non_default,2015-03-01,36.0
5000,10.99,43000.0,5,B,RENT,debt_consolidation,non_default,2015-07-01,20.68
21850,17.77,50000.0,9,D,RENT,debt_consolidation,non_default,2012-12-01,20.83
20000,17.09,50000.0,10,D,MORTGAGE,debt_consolidation,default,2017-06-01,17.81
13500,10.49,50000.0,1,B,MORTGAGE,credit_card,default,2015-01-01,4.87
25000,6.39,60000.0,0,A,RENT,debt_consolidation,non_default,2015-05-01,17.96
6000,13.66,65000.0,10,C,RENT,vacation,non_default,2014-11-01,21.38
25000,19.97,70000.0,10,D,OWN,debt_consolidation,non_default,2014-02-01,33.93
18350,18.92,46000.0,3,D,OWN,debt_consolidation,non_default,2014-04-01,17.53
4000,12.62,65000.0,10,C,MORTGAGE,home_improvement,non_default,2017-07-01,9.4
9600,7.12,45048.0,10,A,MORTGAGE,debt_consolidation,non_default,2014-09-01,21.52
20000,12.69,52000.0,7,C,MORTGAGE,debt_consolidation,default,2015-06-01,21.94
10000,18.49,70000.0,6,E,MORTGAGE,home_improvement,non_default,2015-11-01,18.04
6400,17.57,44000.0,3,D,RENT,debt_consolidation,default,2015-07-01,36.52
2500,18.25,11000.0,Unknown,D,RENT,credit_card,default,2016-05-01,22.32
25000,5.32,140000.0,0,A,MORTGAGE,credit_card,default,2016-03-01,20.36
10000,10.49,42000.0,10,B,MORTGAGE,debt_consolidation,non_default,2016-08-01,22.09
12000,6.49,120000.0,10,A,OWN,debt_consolidation,non_default,2015-12-01,25.21
30000,13.67,255000.0,7,B,RENT,debt_consolidation,non_default,2013-11-01,9.37
15000,16.99,40000.0,2,D,RENT,credit_card,non_default,2016-10-01,22.89
30000,13.35,61700.0,3,C,RENT,major_purchase,non_default,2014-10-01,4.34
7000,10.15,65000.0,2,B,MORTGAGE,debt_consolidation,non_default,2014-08-01,16.14
32000,18.55,155900.0,9,E,RENT,major_purchase,default,2015-08-01,14.46
4800,14.08,50000.0,3,C,MORTGAGE,debt_consolidation,non_default,2017-05-01,32.05
19650,14.47,65000.0,10,C,MORTGAGE,small_business,non_default,2014-01-01,10.08
16000,14.33,115000.0,0,C,MORTGAGE,debt_consolidation,non_default,2013-01-01,10.72
8400,11.99,40000.0,2,B,RENT,debt_consolidation,non_default,2013-10-01,26.1
7975,12.99,19008.0,2,B,RENT,credit_card,non_default,2014-05-01,25.08
14000,6.49,50000.0,1,A,RENT,debt_consolidation,non_default,2015-01-01,17.9
8000,7.89,98000.0,10,A,MORTGAGE,debt_consolidation,non_default,2015-05-01,7.51
30000,6.97,115000.0,3,A,MORTGAGE,debt_consolidation,non_default,2016-03-01,14.25
20000,12.69,85000.0,0,C,MORTGAGE,debt_consolidation,default,2015-08-01,31.5
10000,12.29,64000.0,10,C,RENT,other,non_default,2015-10-01,11.72
13000,5.79,35556.0,9,A,OWN,debt_consolidation,non_default,2011-03-01,11.98
12000,9.99,90000.0,10,B,RENT,debt_consolidation,non_default,2013-09-01,17.96
1200,12.99,46540.0,Unknown,C,MORTGAGE,debt_consolidation,non_default,2014-10-01,24.99
12000,14.99,40000.0,10,C,RENT,debt_consolidation,default,2016-12-01,28.59
25000,14.46,75000.0,0,C,RENT,debt_consolidation,default,2016-02-01,18.62
22875,17.86,52000.0,8,D,RENT,debt_consolidation,non_default,2015-08-01,34.41
35000,10.99,176000.0,10,B,MORTGAGE,debt_consolidation,non_default,2015-08-01,23.22
9600,10.75,52000.0,4,B,RENT,debt_consolidation,non_default,2016-03-01,6.92
4550,13.33,12000.0,1,C,OWN,credit_card,non_default,2015-07-01,29.5
5000,12.99,27000.0,2,C,MORTGAGE,car,non_default,2016-04-01,14.22
10000,7.26,175000.0,1,A,RENT,debt_consolidation,default,2015-12-01,18.43
24000,10.99,62500.0,10,B,MORTGAGE,debt_consolidation,non_default,2013-10-01,4.07
28000,16.99,121000.0,7,D,OWN,credit_card,non_default,2015-09-01,15.27
4000,16.99,33000.0,10,D,MORTGAGE,debt_consolidation,non_default,2014-08-01,33.31
4000,9.99,100000.0,10,B,MORTGAGE,major_purchase,non_default,2015-08-01,16.94
8500,6.92,60000.0,7,A,MORTGAGE,debt_consolidation,non_default,2011-03-01,8.02
35000,13.49,95000.0,4,C,MORTGAGE,debt_consolidation,non_default,2016-09-01,4.35
16425,17.27,37000.0,5,C,RENT,credit_card,default,2012-12-01,31.52
1000,18.75,23556.0,2,D,RENT,other,non_default,2013-05-01,16.35
9500,16.55,44000.0,10,D,MORTGAGE,debt_consolidation,default,2015-05-01,20.02
15000,12.73,85000.0,9,B,MORTGAGE,debt_consolidation,non_default,2018-09-01,12.47
14125,18.49,38500.0,0,D,RENT,debt_consolidation,non_default,2013-01-01,29.05
15075,10.64,44800.0,7,B,RENT,debt_consolidation,non_default,2013-08-01,18.08
8500,10.99,120000.0,10,B,MORTGAGE,debt_consolidation,non_default,2015-11-01,3.13
5000,7.34,43000.0,6,A,RENT,major_purchase,non_default,2018-05-01,22.97
24000,15.99,78000.0,10,C,MORTGAGE,debt_consolidation,non_default,2017-02-01,9.54
28000,10.64,100000.0,10,B,MORTGAGE,debt_consolidation,non_default,2015-12-01,19.45
20000,17.86,84649.56,Unknown,D,MORTGAGE,debt_consolidation,non_default,2015-01-01,5.85
18000,10.91,90000.0,6,B,RENT,debt_consolidation,non_default,2017-12-01,31.22
15000,12.74,47000.0,0,C,MORTGAGE,debt_consolidation,default,2017-03-01,10.7
6000,15.61,27000.0,2,D,RENT,debt_consolidation,default,2015-05-01,34.84
15000,6.03,90000.0,10,A,MORTGAGE,debt_consolidation,non_default,2015-01-01,19.12
10000,7.39,110000.0,10,A,MORTGAGE,home_improvement,non_default,2016-06-01,5.9
35000,11.39,100000.0,3,B,RENT,car,non_default,2017-02-01,5.1
13100,20.25,80000.0,5,F,MORTGAGE,debt_consolidation,non_default,2011-07-01,20.11
6000,12.29,87000.0,6,C,RENT,debt_consolidation,non_default,2015-10-01,31.13
15000,19.03,55000.0,3,D,MORTGAGE,debt_consolidation,non_default,2017-10-01,31.01
10000,7.9,124000.0,10,A,MORTGAGE,home_improvement,non_default,2014-03-01,8.64
5000,15.61,50000.0,10,D,OWN,debt_consolidation,non_default,2015-08-01,33.53
4200,14.98,32000.0,10,C,OWN,debt_consolidation,default,2013-12-01,20.29
30000,16.55,118000.0,8,D,RENT,debt_consolidation,default,2015-08-01,7.51
21000,11.49,48000.0,1,B,RENT,home_improvement,non_default,2017-02-01,21.11
35000,20.5,85000.0,3,E,MORTGAGE,debt_consolidation,non_default,2016-01-01,33.16
10000,7.89,53000.0,10,A,MORTGAGE,credit_card,default,2016-06-01,20.43
10000,11.49,69996.0,2,B,OWN,other,non_default,2010-08-01,13.25
3025,16.99,15000.0,1,D,RENT,debt_consolidation,non_default,2016-11-01,24.16
4800,7.88,40000.0,3,A,MORTGAGE,car,non_default,2010-10-01,21.14
5000,17.27,86000.0,10,D,MORTGAGE,major_purchase,non_default,2016-02-01,26.04
3000,10.49,70000.0,2,B,MORTGAGE,credit_card,non_default,2017-01-01,31.67
8000,10.99,40000.0,1,B,RENT,debt_consolidation,default,2014-07-01,11.52
8000,21.6,25000.0,Unknown,E,OWN,debt_consolidation,non_default,2013-09-01,26.16
35000,20.99,137000.0,10,E,MORTGAGE,debt_consolidation,non_default,2016-06-01,21.11
9000,9.67,79000.0,10,B,RENT,debt_consolidation,non_default,2013-11-01,11.89
9825,6.11,120000.0,0,A,MORTGAGE,credit_card,non_default,2018-08-01,12.71
11200,5.32,75000.0,10,A,MORTGAGE,credit_card,non_default,2015-09-01,5.09
33100,22.45,72000.0,0,E,MORTGAGE,debt_consolidation,non_default,2016-02-01,18.3
20000,7.89,99600.0,2,A,MORTGAGE,credit_card,non_default,2015-10-01,12.08
10000,8.59,137500.0,10,A,MORTGAGE,debt_consolidation,non_default,2016-09-01,13.42
8000,13.98,58000.0,10,C,MORTGAGE,debt_consolidation,non_default,2013-12-01,12.66
17500,23.1,39000.0,10,E,MORTGAGE,debt_consolidation,default,2013-11-01,30.49
35000,8.19,185000.0,10,A,MORTGAGE,debt_consolidation,default,2015-02-01,13.77
35000,12.99,500000.0,9,C,MORTGAGE,credit_card,non_default,2016-03-01,12.41
40000,15.05,225000.0,9,C,MORTGAGE,debt_consolidation,non_default,2017-11-01,14.18
8400,17.99,60000.0,10,D,MORTGAGE,home_improvement,default,2017-02-01,31.08
35000,14.46,79296.0,10,C,MORTGAGE,debt_consolidation,non_default,2016-03-01,26.0
10000,13.35,38004.0,3,C,MORTGAGE,debt_consolidation,non_default,2010-11-01,20.18
9200,10.74,43000.0,10,B,MORTGAGE,other,non_default,2012-06-01,34.24
20000,16.99,80000.0,10,D,RENT,other,non_default,2014-10-01,13.61
6400,13.67,55390.0,10,C,MORTGAGE,home_improvement,default,2016-04-01,22.38
10525,7.26,55000.0,10,A,RENT,debt_consolidation,non_default,2015-05-01,22.63
17825,16.02,40524.0,Unknown,C,OWN,debt_consolidation,default,2017-09-01,8.97
3000,14.31,45000.0,10,C,MORTGAGE,small_business,non_default,2014-12-01,10.83
15000,11.53,102000.0,10,B,MORTGAGE,debt_consolidation,non_default,2015-04-01,17.25
10000,10.75,50000.0,10,B,MORTGAGE,debt_consolidation,non_default,2016-04-01,9.19
25000,5.32,86000.0,0,A,MORTGAGE,other,non_default,2015-07-01,6.13
1400,16.99,60000.0,5,D,MORTGAGE,medical,non_default,2015-05-01,14.06
15000,11.14,75000.0,10,B,MORTGAGE,debt_consolidation,non_default,2013-01-01,16.82
6350,15.61,41000.0,7,D,MORTGAGE,debt_consolidation,non_default,2015-03-01,10.45
6600,14.31,53000.0,4,C,RENT,debt_consolidation,non_default,2014-12-01,26.49
5000,5.32,79500.0,3,A,RENT,major_purchase,non_default,2015-05-01,14.28
32000,18.25,85000.0,0,E,OWN,debt_consolidation,non_default,2015-07-01,22.97
15000,12.99,62000.0,5,C,RENT,credit_card,non_default,2011-05-01,16.82
24700,19.19,65000.0,10,E,RENT,debt_consolidation,default,2015-08-01,19.7
18000,13.99,109500.0,10,C,MORTGAGE,credit_card,non_default,2016-01-01,16.37
15000,12.99,130000.0,10,C,MORTGAGE,debt_consolidation,non_default,2014-10-01,7.57
10000,15.05,45000.0,10,D,MORTGAGE,debt_consolidation,default,2009-07-01,11.92
26000,19.22,90000.0,10,D,MORTGAGE,debt_consolidation,non_default,2014-01-01,17.25
12000,11.49,55000.0,1,B,MORTGAGE,debt_consolidation,non_default,2015-11-01,9.4
16000,21.49,67000.0,10,E,MORTGAGE,debt_consolidation,non_default,2013-04-01,17.0
8875,18.25,37000.0,0,D,RENT,debt_consolidation,non_default,2016-04-01,16.45
23900,13.99,48000.0,9,C,MORTGAGE,debt_consolidation,default,2015-04-01,14.8
5000,11.36,47233.0,9,B,RENT,debt_consolidation,non_default,2010-03-01,10.47
14000,13.33,108000.0,10,C,OWN,home_improvement,non_default,2015-04-01,25.43
20000,13.49,97000.0,10,C,RENT,debt_consolidation,default,2016-09-01,10.21
16000,5.32,192000.0,3,A,MORTGAGE,home_improvement,non_default,2016-12-01,9.18
20000,14.85,80000.0,10,C,MORTGAGE,other,non_default,2016-02-01,36.51
